url,uuid,file,summary,paper_title,year,source,camera_modality,visual_feature_types,impairment_type,real_time_capability,sample_size,environment,primary_accuracy_metric,relevance_score,relevance_reason,details_json
https://www.sciencedirect.com/science/article/pii/S1752928X23000203,2f683c34-534d-40fb-803f-3620961d4cc8,2f683c34-534d-40fb-803f-3620961d4cc8.json,"This study investigated whether nystagmus, as assessed by a clinical test of impairment (CTI), is associated with amphetamine use in apprehended drivers. Using a large sample of real-world DUI cases, the authors found that nystagmus was not more prevalent in amphetamine-only cases than in drug-negative controls, and there was no association between blood amphetamine concentration and degree of nystagmus. The findings suggest that nystagmus is not a reliable visual indicator of amphetamine-induced impairment, in contrast to its established association with alcohol intoxication.",Nystagmus among suspected amphetamine impaired drivers,2023,Journal of Forensic and Legal Medicine 95 (2023) 102502,No Camera,Eye,amphetamines,"No (clinical/physician-administered test, not camera-based)","507 amphetamine-only cases, 485 alcohol-only cases, 205 drug-negative cases","Naturalistic (apprehended drivers, roadside/forensic setting)","Proportion of cases with nystagmus; statistical association (Chi-square, Spearman’s correlation)",⭐,"The study focuses on a visual feature (nystagmus) relevant to impairment detection, but does not use camera-based or automated computer vision methods. Results are only applicable to clinical/physician-administered tests, not real-time camera-based systems.","{""nystagmus_assessment"": ""Horizontal gaze nystagmus was scored as 'no', 'slight', or 'obvious' by a physician as part of a 25-item clinical test of impairment (CTI)."", ""statistical_results"": {""amphetamine_only_nystagmus"": ""21%"", ""alcohol_only_nystagmus"": ""53%"", ""drug_negative_nystagmus"": ""25%"", ""p_value_amphetamine_vs_control"": ""0.273"", ""p_value_alcohol_vs_others"": ""<0.001"", ""correlation_amphetamine_concentration_nystagmus"": ""Spearman’s ρ = 0.008, p = 0.860"", ""correlation_alcohol_concentration_nystagmus"": ""Spearman’s ρ = 0.249, p < 0.001""}, ""sample_demographics"": {""amphetamine_only"": {""n"": 507, ""median_age"": 39, ""age_range"": ""17–71"", ""male_percentage"": 85, ""median_concentration"": ""0.37 mg/L""}, ""alcohol_only"": {""n"": 485, ""median_age"": 35, ""age_range"": ""16–80"", ""male_percentage"": 80, ""median_concentration"": ""1.57 g/kg""}, ""drug_negative"": {""n"": 205, ""median_age"": 31, ""age_range"": ""16–72"", ""male_percentage"": 91}}, ""limitations"": [""No camera-based or automated visual assessment; all nystagmus scoring was manual by physicians."", ""Timing of amphetamine intake relative to testing was unknown."", ""Results do not generalize to real-time or automated vision-based systems.""], ""conclusion"": ""Nystagmus is not a reliable indicator of amphetamine-induced impairment and should not be used as a tool for identifying amphetamine impairment in drivers.""}"
https://www.nature.com/articles/s41598-023-39104-7,1c957742-7f54-445f-9963-6a9f95075f55,1c957742-7f54-445f-9963-6a9f95075f55.json,"This paper presents ANyEye, a deep learning-based system for automated extraction of nystagmus from video-nystagmography (VNG) infrared videos, primarily for diagnosing benign paroxysmal positional vertigo (BPPV). The system uses a CNN for pupil segmentation and a compensation algorithm for accurate pupil tracking, along with a moving-average-based algorithm to detect and remove motion artifacts caused by goggle slippage. The method achieves high accuracy in pupil tracking and is evaluated on real patient data. While the focus is on vestibular disorders, the visual techniques and real-time tracking are highly relevant to camera-based impairment detection, especially for eye-movement analysis.",A nystagmus extraction system using artificial intelligence for video‑nystagmography,2023,"Scientific Reports (Nature), https://doi.org/10.1038/s41598-023-39104-7",IR/NIR,Eye,general impairment,Yes (real-time or near real-time inference demonstrated),"Video data from 48 posterior and 4 lateral semicircular canal BPPV patients (66 tests, 165 video clips, 8434 frames for segmentation, 8 videos for slippage detection)","Clinical/hospital setting using video-nystagmography goggles (IR camera, 640x480 px, 30 fps)","Five-pixel error detection rate (91.26%), Dice coefficient, AUROC",⭐⭐⭐,"Highly relevant: The paper demonstrates robust, real-time visual tracking of eye-movement and pupil dynamics using IR video, with direct application to impairment detection via nystagmus analysis. The methods and evaluation are directly transferable to intoxication/impairment detection scenarios.","{""system_name"": ""ANyEye"", ""deep_learning_model"": ""CNN-based segmentation (U-Net and U-Net++ variants)"", ""compensation_algorithm"": ""Ellipse fitting and temporal consistency checks for robust pupil center estimation"", ""slippage_detection"": ""Two-stage moving average (short and long window) to remove motion artifacts from goggle slippage"", ""data_labeling"": ""Manual annotation of pupil boundaries by four researchers using a custom tool; ground truth generated via RANSAC ellipse fitting"", ""training_details"": {""input_size"": ""256x256 px"", ""augmentation"": ""Random rotation, scaling, and shift"", ""optimizer"": ""Adam, learning rate 0.001, 500 epochs, early stopping"", ""framework"": ""PyTorch""}, ""test_set_evaluation"": {""detection_rate_at_5px"": ""91.26% (ANyEye), outperforming EllSeg, PuRe, ElSe, ExCuSe"", ""mean_detection_error"": ""2.05 ± 2.01 pixels""}, ""limitations"": [""Only one VNG device used; generalization to other devices not validated"", ""Short-length motion artifacts may not be fully removed"", ""Not validated with external datasets"", ""Not directly focused on intoxication, but on vestibular impairment (BPPV)""], ""future_work"": [""External validation"", ""Extension to automated BPPV type classification"", ""Improved noise/artifact handling""], ""data_availability"": ""Not publicly available due to patient privacy; available on request""}"
https://pmc.ncbi.nlm.nih.gov/articles/PMC11884307/,5cc21596-c2bb-4a78-8ce4-41464862d6cf,5cc21596-c2bb-4a78-8ce4-41464862d6cf.json,"This case report demonstrates the use of a low-cost, commercially available mini-infrared camera integrated with 3D-printed goggles for at-home, real-time monitoring of nystagmus in a patient with episodic vertigo. The system enabled successful recording of eye movements during vertigo attacks in dark conditions, leading to an accurate diagnosis of BPPV that was not possible during standard outpatient visits. The approach highlights the feasibility and utility of accessible, camera-based visual monitoring for vestibular disorder diagnosis, with strong implications for telemedicine and remote care.",Monitoring Nystagmus in a Patient With Vertigo Using a Commercial Mini-Infrared Camera and 3D Printer: Cost-Effectiveness Evaluation and Case Report,2025,JMIR Formative Research,IR/NIR,Eye,general impairment,"Yes (at-home, during episodes)",1 (case report),"Home (dark conditions), telemedicine context",Qualitative diagnostic confirmation (nystagmus detection and BPPV diagnosis),⭐⭐,"The study directly demonstrates real-time, camera-based visual monitoring of impairment (nystagmus) using IR cameras, but is limited to a single case and focuses on vestibular/neurological impairment rather than intoxication. The approach and technology are highly relevant for visual impairment detection, but not specifically for substance-induced intoxication.","{""device_description"": ""System consists of a commercially available mini-infrared camera (US $25, 1920x1080 resolution, 150° angle) mounted in 3D-printed goggles (US $13). Two cameras used for binocular recording."", ""operation"": ""Patient uses smartphone app to control camera and record eye movements during vertigo attacks in darkness. Videos are wirelessly transferred to smartphone for physician review."", ""analysis_method"": ""Eye movement waveforms extracted using OpenCV and corneal reflex method; nystagmus frequency and direction analyzed."", ""diagnostic_outcome"": ""Enabled diagnosis of lateral semicircular canal-type BPPV based on recorded nystagmus, which was not possible during standard outpatient assessment."", ""cost_effectiveness"": ""Device is significantly more affordable than traditional diagnostic tools; suitable for telemedicine and resource-limited settings."", ""limitations"": [""Single case study limits generalizability."", ""Camera resolution insufficient for detailed torsional nystagmus analysis."", ""Requires patient operation during vertigo, which may be challenging for some populations.""], ""future_directions"": [""Higher-resolution imaging."", ""Automated analysis."", ""Broader usability for older or dexterity-impaired patients.""], ""comparison_to_other_methods"": ""Overcomes limitations of smartphone-based recording in bright conditions (nystagmus suppression); more reliable for dark environment recording.""}"
https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2024.1342108/full,ad0dde12-7ef3-4001-b2fb-170f386ded3a,ad0dde12-7ef3-4001-b2fb-170f386ded3a.json,"This paper presents a lightweight deep learning model for real-time video-based nystagmus tracking using ocular object segmentation. The model segments the sclera, iris, and pupil, detects blinks, and tracks pupil center to measure eye movements from standard video footage. It achieves high accuracy and fast inference speeds, outperforming existing open-source models. The approach is validated on both real and synthetic datasets, with strong correlation to ground truth nystagmus measurements. While primarily demonstrated for vertigo/vestibular impairment, the method is highly relevant for real-time visual impairment detection using standard RGB cameras.",Feasibility of video-based real-time nystagmus tracking: a lightweight deep learning model approach using ocular object segmentation,2024,"Frontiers in Neurology, doi:10.3389/fneur.2024.1342108",RGB,Eye,general impairment,Yes (validated at >90 FPS on consumer GPUs),"82,289 images (from real and synthetic datasets); nystagmus tracking validated on video from 1 BPPV patient (1,109 frames)","Clinical (hospital eye movement videos), synthetic (UnityEyes), and public datasets (OpenEDS); standard lighting (no IR/thermal)","Mean IoU (segmentation: up to 0.97), MAE (eye tracking: 0.42–0.59), F1 (blink: ≥0.95), correlation r=0.995 (nystagmus tracking)",⭐⭐⭐,"Highly relevant: real-time, camera-based (RGB) visual tracking of nystagmus for impairment detection, with strong performance and direct clinical applicability.","{""model_architecture"": ""Integrated deep learning pipeline with separate modules for ocular segmentation, blink detection, and pupil center tracking; all modules combined for nystagmus tracking."", ""datasets"": {""real"": ""HUSHH-SN and HUSHH-vHIT (clinical eye movement videos, N=1,568 patients)"", ""public"": ""OpenEDS (Meta, 11,639 images)"", ""synthetic"": ""UnityEyes (69,084 images)""}, ""segmentation_performance"": {""OpenEDS"": {""sclera"": 0.9743, ""iris"": 0.9601, ""pupil"": 0.9281}, ""HUSHH"": {""sclera"": 0.95, ""iris"": 0.9352, ""pupil"": 0.9073}}, ""eye_tracking_performance"": {""OpenEDS"": {""MAE"": 0.42, ""RMSE"": 0.53}, ""HUSHH"": {""MAE"": 0.59, ""RMSE"": 0.82}}, ""blink_detection_performance"": {""F1"": ""≥0.95"", ""AUC"": ""≥0.99""}, ""nystagmus_tracking_performance"": {""correlation_horizontal"": 0.9949, ""correlation_vertical"": 0.995}, ""execution_speed"": {""RTX3060"": ""94.59 FPS"", ""RTX A6000"": ""194.69 FPS""}, ""comparison_to_other_models"": ""Outperformed DeepVOG, EllSeg, and RITnet in segmentation accuracy and speed; superior generalization across datasets."", ""limitations"": [""Nystagmus tracking validated on a single BPPV patient video (proof-of-concept); larger clinical validation needed."", ""No direct alcohol/drug impairment detection—focus is on nystagmus/vestibular impairment."", ""No IR/thermal/depth modalities; only standard RGB video.""], ""future_work"": [""Expand to torsional nystagmus detection."", ""Enable smartphone/webcam compatibility."", ""External multi-institutional validation.""], ""conflicts_of_interest"": ""Some authors affiliated with NeuroEars, Inc. (model patent applications).""}"
https://formative.jmir.org/2025/1/e73811,8e6274e9-3571-4ad1-a5b1-f3bf1ff8ac00,8e6274e9-3571-4ad1-a5b1-f3bf1ff8ac00.json,"This paper presents the development and pilot evaluation of 'iCapNYS,' a smartphone app and eco-friendly cardboard goggle system for recording eye movements and head position during vertigo attacks. Using the iPhone's front camera and gyro sensor, the system enables patients to capture nystagmus episodes in real-world settings and share recordings with clinicians. The system's performance in detecting subtle nystagmus was found comparable to standard infrared video Frenzel glasses, though the study is limited to a single case. The approach is relevant for visual impairment detection via eye-movement analysis, but is focused on vestibular/vertigo-related impairment rather than intoxication.","Development of an Eco-Friendly Smartphone-Assisted Nystagmus Recording System for Recording Vertigo Attacks Anytime, Anywhere: Pilot App Development Study",2025,JMIR Formative Research,RGB,Eye,general impairment,"Yes (recording and immediate playback, but not automated real-time analysis)",1 (single case study),"Home, work, or any real-world setting (patient-operated, not restricted to clinic)",Qualitative comparison to infrared video Frenzel glasses (nystagmus frequency and slow-phase velocity),⭐,"The system uses camera-based eye-movement analysis for impairment detection, but is focused on vestibular/vertigo (not intoxication). It demonstrates relevant visual feature capture and real-world usability, but lacks direct application to intoxication or substance-induced impairment.","{""app_name"": ""iCapNYS"", ""hardware"": ""iPhone front camera, built-in gyro sensor, recyclable cardboard goggles"", ""recording_modes"": [""Manual (user-initiated start/stop)"", ""Automatic 90-second guided mode with voice prompts""], ""goggle_design"": ""Blocks ambient light, maintains optimal eye-camera alignment, easy assembly"", ""language_support"": [""Japanese"", ""English""], ""data_sharing"": ""Videos can be emailed to clinicians directly from the app"", ""comparison_baseline"": ""Infrared video Frenzel glasses (standard clinical tool)"", ""performance_notes"": ""Comparable nystagmus detection (frequency and slow-phase velocity) to clinical standard; subtle nystagmus detected in patient not visible to naked eye"", ""limitations"": [""Single patient case study"", ""No automated nystagmus detection/analysis (visual review only)"", ""Performance may vary with smartphone hardware and lighting"", ""Not designed for intoxication detection; focused on vertigo/vestibular disorders"", ""No IR/NIR capability (cannot record in complete darkness)""], ""ethics"": ""Approved by Mejiro University Medical Research Ethics Committee; informed consent obtained"", ""funding"": [""Japan Science and Technology Agency (JPMJPF2403)"", ""Japan Society for the Promotion of Science KAKENHI (23K08970)""]}"
https://ieeexplore.ieee.org/document/7153161,0c2cda9b-71a6-4e70-b97d-176c46e3e477,0c2cda9b-71a6-4e70-b97d-176c46e3e477.json,"This paper presents a method for detecting nystagmus (involuntary eye movement) using eye movement velocity from infrared video, primarily for vertigo diagnosis. The system uses an IR camera to record eye movements in a dark environment, extracts the pupil using adaptive thresholding and ellipse fitting, and computes eye movement velocity to detect nystagmus events. The method achieves an average accuracy of 87.21% on eight subjects. While not focused on intoxication, the approach is relevant for visual detection of impairment via eye movement analysis.",A New Method to Detect Nystagmus for Vertigo Diagnosis System by Eye Movement Velocity,2015,"14th IAPR International Conference on Machine Vision Applications (MVA), Tokyo, Japan",IR/NIR,Eye,general impairment,"Potential (frame rate 25 fps, but not explicitly real-time tested)","8 subjects, 3,260 images","Controlled, dark environment with IR camera and binocular mask",Accuracy rate (87.21%),⭐⭐,"The paper is relevant for visual impairment detection via eye movement, using IR video and pupil tracking. However, it is focused on vertigo/nystagmus rather than intoxication, and real-time capability is not explicitly demonstrated.","{""pupil_extraction_method"": ""Adaptive thresholding, blackest blob detection, ellipse fitting"", ""nystagmus_detection_criterion"": ""Eye movement velocity exceeding 6 pixels/second"", ""frame_rate"": ""25 fps"", ""image_resolution"": ""320x240 pixels"", ""hardware"": ""MD-Tech USB IR camera (MDC-9), mounted on binocular mask"", ""evaluation_method"": ""Comparison with expert manual annotation of nystagmus events"", ""error_sources"": [""Difficulty of manual counting by expert"", ""Imprecise pupil center extraction due to noise""], ""limitations"": [""Not tested for intoxication-induced impairment"", ""Not explicitly real-time in deployment"", ""Small sample size""]}"
https://pmc.ncbi.nlm.nih.gov/articles/PMC6886135/,6f747d73-6386-4b3b-833d-428f72cf3c07,6f747d73-6386-4b3b-833d-428f72cf3c07.json,"This comprehensive review summarizes the ophthalmic effects of various illicit drugs, including alcohol, cannabis, opioids, stimulants, and hallucinogens. It details visual and ocular manifestations such as changes in pupil size, nystagmus, impaired oculomotor function, and other eye-related symptoms. The paper highlights the potential of thermal infrared imaging for alcohol intoxication detection but does not present original real-time camera-based detection systems or algorithms. The review is valuable for understanding which visual features are affected by intoxication and could inform future camera-based detection research.",Illicit drugs: Effects on eye,2019,Indian Journal of Medical Research,"Thermal, RGB",Eye,"alcohol, cannabis, opioids, stimulants, hallucinogens, general impairment",No (review article; mentions potential for real-time detection via thermal imaging but does not implement or evaluate it),N/A (review article),Clinical and general (review of literature; not a specific experimental setting),N/A (no experimental results),⭐⭐,"The paper provides a detailed review of visual features affected by intoxication and mentions the use of thermal imaging for alcohol detection, but does not present or evaluate real-time camera-based detection systems.","{""thermal_imaging_for_alcohol"": ""Cites a study (Koukiou & Anastassopoulos, 2016) showing that eye thermal signatures (sclera vs. iris temperature) can be used to screen for alcohol intoxication using infrared imaging."", ""visual_features_by_substance"": {""alcohol"": [""dilated pupils"", ""slower pupillary reaction"", ""nystagmus"", ""diplopia"", ""night vision disturbances"", ""decreased contrast sensitivity"", ""twitching of eyelid (myokymia)"", ""impaired visuospatial orientation""], ""cannabis"": [""dilated pupils"", ""conjunctival injection"", ""reduced accommodation amplitude"", ""impaired oculomotor function (saccades, smooth pursuit)"", ""impaired visuospatial working memory""], ""opioids"": [""miosis (constricted pupils)"", ""decreased velocity of pupillary constriction"", ""nystagmus"", ""disturbance of eye fixation"", ""saccadic intrusions"", ""oscillations""], ""stimulants (cocaine, amphetamines, methamphetamine)"": [""dilated pupils"", ""cycloplegia"", ""exophthalmos"", ""retraction of upper eyelid"", ""retinal vascular occlusive disease""], ""hallucinogens"": [""dilated pupils"", ""nystagmus (phencyclidine)"", ""oculogyric crisis""]}, ""limitations"": [""No original experimental data or real-time detection system presented."", ""Non-visual methods (e.g., urine tests, clinical examination) are discussed but not relevant for camera-based detection.""], ""tables_summary"": {""Table I"": ""Lists frequent ophthalmic or visual manifestations and the most commonly abused drugs causing them (e.g., diplopia, dry eye, mydriasis, miosis, nystagmus, impaired oculomotor function)."", ""Table II"": ""Summarizes effects of abusive drugs on ocular motility and pupil (e.g., pupil size, pupillary reaction to light, presence of nystagmus, ocular convergence).""}, ""notable_references"": [""Koukiou G, Anastassopoulos V. Drunk person screening using eye thermal signatures. J Forensic Sci 2016; 61: 259-64.""]}"
https://pmc.ncbi.nlm.nih.gov/articles/PMC4545665/,2dceb668-bffe-4d0b-a568-6d84ee305341,2dceb668-bffe-4d0b-a568-6d84ee305341.json,"This comprehensive review details the ocular and neuro-ophthalmic effects of various drugs and alcohol, describing a wide range of visual manifestations associated with substance abuse. While the paper provides valuable clinical insights into how intoxication and drug use affect the eyes and visual system, it does not focus on camera-based or computer vision methods for intoxication detection. The information is relevant for understanding visual biomarkers that could be targeted by vision-based systems, but the paper itself does not present or evaluate any such technologies.",Ocular manifestations of drug and alcohol abuse,2013,"Current Opinion in Ophthalmology, 24(6):566–573. doi:10.1097/ICU.0b013e3283654db2",No Camera,Eye,"alcohol, cannabis, opioids, general impairment, mixed",No,"Review article (multiple referenced studies, not a primary dataset)",Clinical/medical literature review,N/A,⭐,"The paper provides a detailed clinical overview of ocular effects of substance abuse, which may inform the selection of visual features for camera-based intoxication detection, but it does not present or evaluate any camera-based or computer vision methods.","{""ocular_manifestations"": {""alcohol"": [""dry eye"", ""fetal alcohol syndrome (optic nerve hypoplasia, strabismus, abnormal saccades)"", ""ocular trauma"", ""diplopia"", ""Wernicke’s encephalopathy""], ""methanol"": [""toxic optic neuropathy""], ""cocaine"": [""corneal anesthesia"", ""keratitis"", ""corneal ulceration"", ""mydriasis"", ""retinal emboli"", ""retinal venous occlusion"", ""orbital disease"", ""stroke"", ""hallucinations""], ""methamphetamine"": [""keratitis"", ""corneal ulceration"", ""mydriasis"", ""retinal venous occlusion"", ""intraretinal hemorrhage"", ""talc retinopathy"", ""stroke"", ""hallucinations""], ""heroin/methadone"": [""talc retinopathy"", ""endophthalmitis"", ""miosis""], ""marijuana"": [""conjunctival injection"", ""decreased intraocular pressure"", ""nystagmus"", ""hallucinations""], ""LSD"": [""mydriasis"", ""hallucinations"", ""palinopsia""], ""phencyclidine"": [""decreased corneal reflex"", ""diplopia"", ""nystagmus""], ""bath salts"": [""mydriasis""], ""alkyl nitrites"": [""maculopathy""], ""barbiturates"": [""ptosis"", ""diplopia"", ""nystagmus""]}, ""notable_visual_features"": [""Pupil size and reactivity (miosis, mydriasis)"", ""Nystagmus (horizontal, pendular, etc.)"", ""Strabismus and abnormal saccades"", ""Conjunctival injection"", ""Corneal changes (ulceration, anesthesia)"", ""Retinal changes (talc retinopathy, maculopathy, hemorrhage)"", ""Optic nerve changes (edema, atrophy)""], ""limitations"": [""No camera-based or computer vision methods are discussed."", ""No real-time detection or automated analysis is presented."", ""Focus is on clinical findings and case reports.""], ""potential_relevance_for_vision_systems"": [""Describes visual biomarkers (e.g., pupil dynamics, nystagmus, conjunctival injection) that could be targeted by camera-based intoxication detection systems.""]}"
https://thegrenze.com/pages/servej.php?fn=793.pdf&name=Drugged%20Eye%20Detection%20using%20Image%20Processing&id=3529&association=GRENZE&journal=GIJET&year=2024&volume=10&issue=2,b4eb715f-09c7-461a-ba1a-2bfe4f6750b7,b4eb715f-09c7-461a-ba1a-2bfe4f6750b7.json,"This paper presents a non-invasive, image-based method for detecting drug-induced impairment by analyzing sclera (white of the eye) patterns using RGB images. The approach employs K-Nearest Neighbors (KNN) classification and Local Binary Pattern (LBP) feature extraction to distinguish between drugged and non-drugged eyes. The system is designed for rapid, automated detection and is tested on images captured under various lighting and environmental conditions. Results indicate high accuracy and real-time capability, making it relevant for practical intoxication detection using standard cameras.",Drugged Eye Detection using Image Processing,2024,"Grenze International Journal of Engineering and Technology, June Issue",RGB,Eye,general impairment,Yes (results within seconds),"Not explicitly stated; images of both drug-influenced and healthy eyes, multiple rounds of testing",Various lighting and environmental conditions; images captured with mobile phone or digital camera,"Accuracy (qualitative: 'notably high', especially for non-drugged eyes; no explicit percentage reported)",⭐⭐⭐,"Directly addresses real-time, camera-based detection of drug-induced impairment using visual features of the eye; uses standard RGB cameras and automated image processing.","{""algorithm"": ""K-Nearest Neighbors (KNN) classifier"", ""feature_extraction"": ""Local Binary Pattern (LBP) for texture analysis of sclera"", ""image_preprocessing"": [""Noise reduction"", ""Image resizing"", ""Thresholding"", ""Binary conversion""], ""image_acquisition"": ""Images captured using mobile phone or digital camera in JPG format, under different angles and lighting conditions"", ""classification_labels"": [""Normal"", ""Drugged""], ""segmentation"": ""Sclera region segmented and analyzed for color and texture changes"", ""output"": ""Binary classification (Drugged/Not Drugged)"", ""limitations"": ""No explicit quantitative accuracy reported; sample size not specified; only sclera-based features considered; does not specify which drugs or levels of impairment are detected; non-visual methods not used."", ""processing_time"": ""Few seconds per image"", ""data_handling"": ""Randomized training/testing splits, five rounds of verification per training file""}"
https://www.medrxiv.org/content/10.1101/2023.10.12.23296882v1.full,36c21811-d3b7-42a6-b2a0-01c7023f63a2,36c21811-d3b7-42a6-b2a0-01c7023f63a2.json,"This comprehensive review paper surveys the state-of-the-art in remote photoplethysmography (rPPG) for non-contact measurement of heart rate (HR) and blood oxygen saturation (SpO2) using camera-based systems. It covers a wide range of camera modalities (RGB, IR, Thermal, Depth), visual features (skin color changes, ROI selection), and experimental setups, with a focus on the technical challenges, limitations, and future directions for real-world deployment. The review does not address intoxication or impairment detection, but the methods discussed (especially rPPG via facial video) are foundational for camera-based physiological monitoring, which could be relevant for impairment detection if combined with other features.",Remote Photoplethysmography (rPPG): A State-of-the-Art Review,2023,IEEE Reviews in Biomedical Engineering,"RGB, IR/NIR, Thermal",Skin Color,,"Varies by study; some real-time, many offline or lab-based","Varies widely; most studies n<20, a few up to n=117",Primarily lab/controlled; very few in home/real-world settings,"Root Mean Square Error (RMSE), r-correlation, Standard Deviation Error (σ)",⭐,"The review is foundational for camera-based physiological monitoring (HR, SpO2) but does not address intoxication/impairment detection directly. However, rPPG methods could be adapted as physiological features in future impairment detection systems.","{""review_scope"": ""Comprehensive survey of rPPG for HR and SpO2 using camera-based systems (RGB, IR, Thermal, Depth, smartphone, webcam, Kinect, etc.)"", ""technical_process"": [""Face/ROI detection (manual, Viola-Jones, neural networks, KLT tracking)"", ""Signal extraction (RGB/IR/thermal pixel averaging)"", ""Noise reduction (PCA, ICA, BSS, spatial pooling)"", ""Frequency analysis (FFT, bandpass filtering)"", ""Vital sign extraction (peak detection, ratiometric SpO2 calculation)""], ""equipment_types"": [""Webcam"", ""Smartphone camera"", ""Thermal camera"", ""CCD camera"", ""Kinect (RGB, IR, Depth)""], ""limitations"": [""Most studies in controlled/lab settings; lack of real-world/clinical validation"", ""Small, non-diverse participant samples (few with dark skin, makeup, facial hair)"", ""ROI occlusion and movement artifacts not fully addressed"", ""Expensive equipment (thermal, CCD) not practical for wide deployment"", ""No direct application to intoxication/impairment detection""], ""datasets"": [""PURE"", ""MAHNOB-HCI"", ""COHFACE"", ""MMSE-HR"", ""BH-rPPG"", ""MPSC-rPPG"", ""UBFC-RPPG"", ""ARPOS""], ""notable_findings"": [""Green channel often provides strongest rPPG signal"", ""ROI selection and tracking critical for robustness"", ""Movement, illumination, and skin pigmentation significantly affect accuracy"", ""No commercially available, clinically validated rPPG system for remote HR/SpO2""], ""future_directions"": [""Validation in real-world/clinical environments"", ""Inclusion of diverse participant demographics"", ""Robustness to movement, occlusion, and lighting"", ""Open datasets with realistic scenarios""], ""relevance_to_intoxication_detection"": ""While not directly addressing intoxication, rPPG-derived physiological features (e.g., abnormal HR, SpO2) could be integrated with other visual cues for impairment detection in future research.""}"
https://arxiv.org/html/2510.09916v1,78784172-0e98-4394-8b24-c502900a73b4,78784172-0e98-4394-8b24-c502900a73b4.json,"This paper presents a smartwatch-based system for real-time detection of alcohol intoxication using accelerometer, gyroscope, and heart rate data. The study collected data from 30 participants over three weeks, focusing on periods where transdermal alcohol concentration (TAC) exceeded legal intoxication thresholds. Multiple machine learning models were evaluated for their accuracy and efficiency on mobile devices, with 1D-CNN and Hyperdimensional Computing (HDC) models showing the best balance of performance and resource usage. The system is designed for just-in-time adaptive interventions (JITAIs), providing real-time notifications to users when intoxication is detected.",Advancing Intoxication Detection: A Smartwatch-Based Approach,2025,arXiv:2510.09916v1 [cs.LG],No Camera,Gait,alcohol,Yes (demonstrated on smartwatch/smartphone with sub-second inference times for best models),30 participants (14 with qualifying intoxication sessions),"Naturalistic, real-world (participants' daily lives, both in-person and remote monitoring)","Accuracy (76.1% for HDC and 1D-CNN), ROC-AUC (0.748 for 1D-CNN), F1 score (0.665 for HDC)",⭐,No camera-based (visual) modalities or features are used; all sensing is via inertial and physiological (heart rate) data from wearables. Visual methods are only mentioned in related work as limitations.,"{""sensors_used"": [""Accelerometer (Apple Watch Series 8)"", ""Gyroscope (Apple Watch Series 8)"", ""Heart rate (Apple Watch Series 8)"", ""Transdermal alcohol concentration (BACtrack Skyn, used as ground truth/label)""], ""data_collection_frequency"": ""50 Hz (downsampled to 40 Hz after filtering)"", ""session_definition"": ""Continuous recording >1 minute with all devices operational"", ""windowing"": ""20-second windows for feature extraction and classification"", ""machine_learning_models_evaluated"": [""SVM"", ""LightGBM"", ""bi-LSTM"", ""GRU"", ""Transformer"", ""1D-CNN"", ""Hyperdimensional Computing (HDC)""], ""best_models"": [{""model"": ""1D-CNN"", ""accuracy"": ""76.1%"", ""ROC-AUC"": ""0.748"", ""F1"": ""0.655"", ""model_size_MB"": ""0.035"", ""inference_time_s"": ""0.0121""}, {""model"": ""HDC"", ""accuracy"": ""76.1%"", ""ROC-AUC"": ""0.744"", ""F1"": ""0.665"", ""model_size_MB"": ""36.7"", ""inference_time_s"": ""0.0842""}], ""deployment"": ""Prototype Android app using PyTorch Executorch on Samsung Galaxy S20"", ""JITAI_functionality"": ""Real-time notifications and interventions (e.g., ride-share suggestion) when intoxication detected"", ""limitations"": [""No camera or visual features; only inertial and physiological data"", ""Visual methods (e.g., facial temperature) only referenced in related work"", ""Sample size for intoxicated sessions limited to 14 participants""], ""future_work"": [""Expand dataset for greater generalizability"", ""Optimize models for even lower resource usage"", ""Explore integration with other behavioral health monitoring""]}"
